square_footage,bedrooms,bathrooms,price
1875.0,3.0,3.0,55.0
1350.0,3.0,3.0,54.0
1219.0,2.0,2.0,40.0
1200.0,4.0,4.0,150.0
2400.0,3.0,3.0,85.0
1141.0,2.0,2.0,44.4
1151.0,2.0,2.0,43.1
832.0,3.0,3.0,77.0
915.0,2.0,2.0,38.0
3259.0,3.0,3.0,270.0
1115.0,2.0,2.0,65.12
2072.0,3.0,4.0,139.0
1200.0,2.0,2.0,53.0
1300.0,2.0,2.0,65.0
1457.0,2.0,2.0,85.0
1262.0,2.0,2.0,55.0
1196.0,4.0,3.0,150.0
900.0,2.0,2.0,22.5
420.0,1.0,1.0,17.0
1160.0,2.0,2.0,46.39
1115.0,2.0,2.0,50.0
1315.0,3.0,2.0,85.4
1500.0,2.0,2.0,57.0
1127.0,2.0,2.0,68.0
1397.0,3.0,3.0,104.0
1173.0,2.0,2.0,60.0
1090.0,2.0,2.0,28.0
2720.0,3.0,5.0,210.0
1230.0,2.0,2.0,76.0
3200.0,4.0,3.0,190.0
858.0,2.0,2.0,31.57
1868.0,3.0,3.0,121.0
1689.28,3.0,3.0,91.2
600.0,4.0,3.0,73.0
1425.0,3.0,3.0,49.88
1200.0,6.0,6.0,170.0
1350.0,2.0,2.0,100.0
4200.0,6.0,6.0,180.0
1310.0,3.0,2.0,85.0
3185.0,4.0,2.0,175.0
970.0,2.0,2.0,40.0
1397.0,3.0,3.0,108.0
1157.0,2.0,2.0,40.0
1125.0,2.0,2.0,61.2
1157.0,2.0,2.0,42.0
1241.0,2.0,2.0,82.0
660.0,1.0,1.0,62.0
4000.0,4.0,4.0,220.0
2340.0,4.0,4.0,148.0
596.0,1.0,1.0,42.0
10000.0,16.0,16.0,550.0
1200.0,4.0,4.0,110.0
1910.0,3.0,3.0,190.0
1139.0,2.0,2.0,80.0
3122.0,4.0,5.0,225.0
1033.0,2.0,2.0,28.41
1168.0,2.0,2.0,64.08
877.0,2.0,2.0,42.0
1340.0,2.0,2.0,75.0
1405.0,3.0,2.0,70.0
1800.0,3.0,3.0,65.0
1750.0,3.0,3.0,149.0
1360.0,3.0,2.0,65.0
675.0,3.0,2.0,148.0
985.0,2.0,2.0,63.0
1300.0,2.0,2.0,129.0
1850.0,3.0,3.0,150.0
1490.0,3.0,2.0,88.0
620.0,2.0,1.0,25.0
1130.0,2.0,2.0,42.3
1080.0,2.0,2.0,55.0
3126.0,4.0,4.0,120.0
1410.0,3.0,2.0,52.17
1375.0,3.0,3.0,59.0
1290.0,3.0,2.0,94.5
1318.0,3.0,2.0,85.28
1128.0,2.0,2.0,68.0
4428.0,4.0,4.0,255.0
1051.0,2.0,2.0,56.74
3500.0,3.0,5.0,275.0
2400.0,4.0,4.0,130.0
1327.0,2.0,2.0,85.0
2912.0,4.0,6.0,210.0
1301.0,2.0,2.0,55.0
650.0,1.0,1.0,30.0
1200.0,3.0,3.0,67.75
1500.0,3.0,2.0,89.99
2700.0,4.0,6.0,675.0
1350.0,4.0,4.0,145.0
1000.0,2.0,2.0,28.88
984.0,2.0,2.0,45.91
1819.18,3.0,3.0,160.0
900.0,1.0,1.0,175.0
1355.0,3.0,3.0,83.87
2145.0,3.0,4.0,270.0
2475.0,3.0,4.0,300.0
1118.0,2.0,2.0,30.0
910.0,1.0,1.0,42.0
1250.0,3.0,3.0,39.0
1304.0,2.0,2.0,100.0
1615.0,3.0,3.0,58.0
1400.0,2.0,2.0,68.0
1070.0,2.0,2.0,47.5
3500.0,3.0,3.0,395.0
1132.0,2.0,2.0,89.37
2000.0,3.0,3.0,85.0
2400.0,7.0,5.0,550.0
794.0,1.0,1.0,65.0
1090.0,2.0,2.0,43.59
1500.0,3.0,3.0,70.0
2059.0,3.0,3.0,225.0
525.0,1.0,1.0,30.0
1447.0,2.0,2.0,75.97
1269.0,2.0,2.0,75.0
4800.0,4.0,4.0,700.0
1070.0,2.0,2.0,37.45
1150.0,2.0,2.0,28.0
1208.0,2.0,2.0,70.0
1185.0,2.0,2.0,45.5
1200.0,3.0,3.0,130.0
888.0,2.0,2.0,34.0
1015.0,2.0,2.0,25.88
532.0,1.0,1.0,22.49
1060.0,3.0,3.0,62.0
700.0,1.0,1.0,35.0
902.0,2.0,2.0,42.0
600.0,6.0,3.0,95.0
1175.0,2.0,2.0,47.0
1365.0,2.0,2.0,122.0
984.0,2.0,2.0,51.0
2700.0,4.0,2.0,100.0
1475.0,3.0,3.0,96.0
1300.0,2.0,2.0,79.0
1200.0,5.0,6.0,220.0
1453.0,3.0,2.0,43.59
1550.0,2.0,2.0,160.0
1666.0,3.0,3.0,95.0
1410.0,4.0,4.0,160.0
4025.0,4.0,5.0,800.0
1845.0,3.0,3.0,91.0
1676.0,3.0,3.0,52.0
1137.0,2.0,2.0,63.0
1360.0,3.0,2.0,70.5
1374.0,3.0,2.0,70.0
1700.0,3.0,3.0,155.0
3227.0,5.0,5.0,250.0
2145.0,4.0,4.0,125.0
2400.0,4.0,6.0,600.0
2170.0,3.0,3.0,151.0
1080.0,2.0,2.0,55.0
1790.0,3.0,3.0,100.0
550.0,1.0,1.0,17.0
1270.0,3.0,2.0,50.79
1033.0,2.0,2.0,48.0
1000.0,2.0,2.0,80.0
2940.0,4.0,6.0,280.0
1240.0,2.0,2.0,52.6
1650.0,5.0,5.0,450.0
883.0,2.0,2.0,39.0
1500.0,3.0,2.0,97.0
1730.0,3.0,3.0,139.0
1915.0,3.0,3.0,80.0
1545.0,3.0,3.0,79.0
1865.0,3.0,4.0,140.0
1150.0,2.0,2.0,40.0
1200.0,2.0,2.0,49.0
963.0,2.0,2.0,40.0
1200.0,3.0,3.0,120.0
2600.0,4.0,4.0,260.0
1700.0,4.0,4.0,108.0
1682.0,3.0,3.0,120.0
1371.0,3.0,2.0,65.0
901.0,2.0,2.0,49.5
600.0,7.0,7.0,73.0
1730.0,3.0,3.0,120.0
1200.0,4.0,4.0,125.0
1500.0,3.0,3.0,102.0
3785.0,4.0,6.0,280.0
3500.0,4.0,4.0,245.0
1203.0,2.0,2.0,59.86
1357.0,2.0,2.0,54.0
1600.0,3.0,3.0,76.0
350.0,1.0,1.0,13.5
1665.0,3.0,3.0,53.0
1400.0,3.0,3.0,200.0
835.0,1.0,1.0,46.95
815.0,2.0,3.0,160.0
1444.0,3.0,2.0,80.0
1277.0,2.0,2.0,55.0
1521.0,3.0,3.0,94.71
1134.0,2.0,2.0,40.0
995.0,2.0,2.0,34.82
2760.0,3.0,5.0,157.0
1325.0,2.0,1.0,92.0
4000.0,6.0,6.0,150.0
1525.0,3.0,3.0,90.0
1320.0,3.0,2.0,73.0
650.0,1.0,1.0,23.0
1858.0,3.0,2.0,167.0
1150.0,2.0,2.0,38.0
769.0,2.0,2.0,40.0
1571.0,3.0,3.0,105.0
1445.0,3.0,3.0,86.56
1590.0,3.0,2.0,135.0
902.0,2.0,2.0,49.0
2238.0,3.0,3.0,140.0
1090.0,2.0,2.0,31.49
1712.0,3.0,3.0,82.0
1088.0,2.0,2.0,68.0
1575.0,3.0,3.0,63.1
2150.0,6.0,6.0,205.0
1920.0,3.0,3.0,150.0
1000.0,2.0,2.0,57.0
1100.0,2.0,2.0,56.1
1089.0,2.0,2.0,45.0
1106.0,2.0,2.0,43.09
927.0,2.0,2.0,37.0
1339.0,2.0,2.0,58.0
923.0,1.0,1.0,45.69
2900.0,3.0,3.0,285.0
1175.0,2.0,2.0,75.0
975.0,2.0,2.0,55.0
2400.0,3.0,4.0,180.0
1330.0,3.0,3.0,72.0
1183.0,2.0,2.0,59.74
1758.0,3.0,3.0,133.0
1200.0,3.0,3.0,265.0
1255.0,3.0,2.0,77.68
600.0,3.0,4.0,110.0
1100.0,2.0,2.0,50.0
1170.0,2.0,2.0,46.8
2400.0,5.0,5.0,120.0
1530.0,3.0,3.0,51.77
1420.0,2.0,2.0,107.0
1200.0,4.0,4.0,300.0
1045.0,6.0,6.0,160.0
1591.0,3.0,3.0,115.0
1680.0,3.0,3.0,120.0
675.0,2.0,3.0,52.0
1055.0,2.0,2.0,57.63
1918.0,3.0,3.0,129.0
1280.0,2.0,2.0,76.0
1560.0,3.0,3.0,66.0
1145.0,2.0,2.0,49.5
2106.0,3.0,3.0,126.0
1801.0,3.0,3.0,139.0
1200.0,5.0,5.0,120.0
1718.0,2.0,3.0,288.0
1306.0,3.0,3.0,54.65
1320.0,2.0,2.0,92.0
1350.0,3.0,2.0,65.0
2990.0,4.0,4.0,324.0
3800.0,4.0,5.0,300.0
1344.0,3.0,2.0,42.0
1893.0,3.0,3.0,100.0
1107.0,3.0,2.0,43.0
1200.0,9.0,10.0,180.0
1190.0,2.0,2.0,75.0
1000.0,2.0,2.0,35.0
2400.0,2.0,2.0,160.0
1000.0,2.0,2.0,48.5
2113.0,3.0,3.0,155.0
1100.0,2.0,2.0,46.0
1200.0,5.0,4.0,160.0
1884.0,4.0,4.0,120.0
1110.0,2.0,2.0,40.0
1027.0,2.0,2.0,43.0
1250.0,3.0,3.0,40.0
1470.0,3.0,3.0,62.0
1150.0,2.0,2.0,75.0
1200.0,3.0,3.0,165.0
703.0,1.0,1.0,52.0
1400.0,3.0,2.0,62.0
1195.0,2.0,2.0,51.0
1302.0,2.0,2.0,69.1
1583.0,3.0,3.0,74.4
1488.0,3.0,2.0,60.0
600.0,4.0,5.0,85.0
1385.0,3.0,2.0,34.63
3262.0,4.0,4.0,260.0
1600.0,3.0,3.0,104.0
1150.0,2.0,2.0,90.0
4500.0,9.0,9.0,166.0
1263.0,2.0,2.0,78.0
1200.0,7.0,8.0,110.0
1299.0,2.0,2.0,85.0
1330.0,2.0,2.0,78.0
1282.0,3.0,2.0,52.43
1853.0,3.0,3.0,82.0
861.0,2.0,2.0,35.0
1600.0,3.0,3.0,95.0
1256.0,2.0,2.0,62.8
1390.0,3.0,2.0,80.0
1550.0,3.0,2.0,90.0
1200.0,11.0,6.0,150.0
919.0,2.0,2.0,49.0
1625.0,3.0,3.0,80.0
1195.0,2.0,2.0,44.0
2400.0,6.0,4.0,600.0
1159.0,2.0,2.0,60.0
1386.0,3.0,3.0,57.46
1197.0,2.0,2.0,79.0
2690.0,4.0,4.0,191.0
4303.5,4.0,2.0,226.0
1295.0,3.0,2.0,50.28
1310.0,3.0,2.0,37.83
1132.0,2.0,2.0,79.28
2350.0,3.0,3.0,400.0
2400.0,4.0,4.0,500.0
1645.0,3.0,3.0,135.0
1200.0,2.0,2.0,45.84
3000.0,4.0,4.0,330.0
1937.0,3.0,3.0,140.0
1015.0,2.0,2.0,33.5
1080.0,2.0,2.0,39.0
1350.0,3.0,2.0,80.99
1149.0,3.0,2.0,29.0
1185.0,2.0,2.0,59.0
1720.0,3.0,3.0,135.0
2080.0,3.0,3.0,175.0
1500.0,3.0,3.0,87.0
1566.0,3.0,3.0,97.0
2386.0,3.0,3.0,334.0
1500.0,4.0,4.0,110.0
1290.0,2.0,2.0,49.02
1531.0,3.0,3.0,72.0
1839.0,3.0,3.0,165.0
4200.0,4.0,4.0,760.0
1400.0,3.0,2.0,40.43
550.0,2.0,1.0,15.0
1140.0,2.0,2.0,39.0
1343.5,3.0,3.0,57.76
2000.0,4.0,4.0,100.0
1100.0,2.0,2.0,46.0
1200.0,2.0,2.0,55.0
1618.0,3.0,3.0,68.0
2830.0,4.0,5.0,160.0
1315.0,3.0,2.0,74.0
1141.0,2.0,2.0,42.75
1080.0,2.0,2.0,55.0
1200.0,2.0,2.0,60.0
1111.0,2.0,2.0,41.88
1022.0,2.0,2.0,45.9
1275.0,2.0,2.0,65.0
900.0,2.0,2.0,70.0
1224.0,2.0,2.0,39.2
1135.0,2.0,2.0,43.0
1050.0,2.0,2.0,52.1
1535.0,3.0,3.0,86.0
1392.0,2.0,2.0,130.0
1050.0,2.0,2.0,72.0
1513.0,3.0,3.0,103.0
1621.0,3.0,3.0,72.0
892.0,2.0,2.0,39.0
1205.0,2.0,2.0,40.0
1355.0,3.0,3.0,83.87
1250.0,5.0,5.0,300.0
1650.0,7.0,9.0,345.0
1200.0,4.0,6.0,70.0
1400.0,2.0,2.0,168.0
726.0,2.0,2.0,35.0
1500.0,3.0,3.0,149.0
3895.0,4.0,4.0,405.0
1079.0,2.0,2.0,41.0
1170.0,2.0,2.0,46.0
1104.0,2.0,2.0,39.0
950.0,2.0,2.0,45.0
4818.0,4.0,4.0,390.0
1650.0,3.0,2.0,52.0
1559.0,3.0,3.0,127.0
1100.0,2.0,2.0,38.0
1750.0,3.0,3.0,150.0
1215.0,2.0,2.0,45.5
1868.0,3.0,3.0,135.0
1130.0,2.0,2.0,32.63
1570.0,3.0,3.0,64.5
1691.0,3.0,3.0,98.0
4355.0,5.0,3.0,350.0
1225.0,2.0,2.0,55.0
1690.0,3.0,3.0,112.0
1418.0,2.0,2.0,103.0
1896.0,4.0,3.0,125.0
605.0,1.0,1.0,40.0
800.0,5.0,5.0,95.0
900.0,2.0,2.0,32.5
750.0,1.0,2.0,50.0
780.0,3.0,3.0,62.0
908.0,2.0,2.0,26.0
3416.5,4.0,6.0,143.0
3216.0,4.0,4.0,226.0
2400.0,5.0,4.0,225.0
1400.0,2.0,2.0,68.0
1092.0,2.0,2.0,44.0
1255.0,2.0,2.0,74.0
1500.0,3.0,2.0,100.0
1296.0,2.0,2.0,72.0
925.0,2.0,2.0,38.0
1023.0,2.0,2.0,42.0
600.0,2.0,3.0,75.0
1020.0,2.0,2.0,44.5
1530.0,3.0,3.0,77.0
1650.0,3.0,3.0,71.0
1605.0,3.0,2.0,85.0
1925.0,2.0,2.0,50.0
1190.0,2.0,2.0,50.66
1374.0,3.0,3.0,68.0
1140.0,2.0,2.0,65.0
1725.0,3.0,3.0,130.0
1075.0,3.0,2.0,50.0
1574.0,3.0,3.0,93.34
965.0,1.0,1.0,32.0
1550.0,3.0,3.0,83.0
1205.0,2.0,2.0,60.0
1082.0,3.0,2.0,55.0
1215.0,3.0,2.0,52.85
2483.0,4.0,5.0,230.0
1200.0,2.0,3.0,46.14
1500.0,1.0,1.0,19.5
2360.0,4.0,4.0,600.0
3198.0,4.0,4.0,250.0
1452.0,3.0,3.0,60.98
1329.0,3.0,2.0,41.0
1125.0,2.0,2.0,44.0
1200.0,2.0,2.0,70.0
1350.0,3.0,3.0,39.97
1312.5,3.0,3.0,51.19
2600.0,3.0,3.0,195.0
1200.0,2.0,2.0,160.0
1220.0,3.0,3.0,35.23
1255.0,2.0,2.0,80.0
1904.0,3.0,3.0,155.0
1329.0,2.0,2.0,70.0
1200.0,2.0,2.0,60.0
2135.0,3.0,3.0,160.0
2770.0,3.0,4.0,315.0
813.0,1.0,1.0,39.0
3884.0,4.0,4.0,240.0
3876.0,3.0,3.0,300.0
800.0,2.0,2.0,30.0
4750.0,4.0,2.0,120.0
1500.0,3.0,3.0,70.0
1880.0,3.0,3.0,95.0
1440.0,3.0,2.0,55.0
1575.0,3.0,3.0,90.0
1630.0,3.0,2.0,97.78
1180.0,3.0,3.0,55.0
1090.0,2.0,2.0,36.0
1020.0,2.0,2.0,48.45
2425.0,4.0,4.0,173.0
1097.0,2.0,2.0,33.82
1070.0,2.0,2.0,50.0
1000.0,2.0,2.0,58.0
1120.0,8.0,8.0,150.0
1150.0,2.0,2.0,56.0
1900.0,3.0,4.0,145.0
1141.0,2.0,2.0,49.0
937.0,2.0,2.0,44.0
1075.0,2.0,2.0,60.0
1000.0,2.0,2.0,65.3
1450.0,3.0,3.0,77.41
897.0,5.0,2.0,85.0
936.0,2.0,2.0,43.0
1280.0,2.0,2.0,75.0
1050.0,2.0,2.0,45.0
1350.0,2.0,2.0,86.0
1325.0,2.0,2.0,70.0
1174.0,2.0,2.0,59.0
1890.0,3.0,3.0,162.0
735.0,1.0,1.0,75.0
500.0,1.0,1.0,24.0
1304.0,3.0,3.0,80.0
1653.0,3.0,3.0,120.0
1075.0,3.0,2.0,52.0
1212.0,2.0,3.0,42.0
1100.0,2.0,2.0,50.0
3436.0,4.0,6.0,500.0
1200.0,3.0,4.0,145.0
1140.0,2.0,2.0,50.0
1200.0,2.0,2.0,100.0
1532.0,3.0,3.0,83.0
2776.0,3.0,4.0,195.0
1531.0,3.0,2.0,75.0
1270.0,3.0,2.0,50.79
1325.0,2.0,2.0,53.0
1200.0,3.0,3.0,160.0
1156.0,3.0,2.0,44.0
2000.0,4.0,4.0,320.0
1260.0,2.0,2.0,70.0
1934.0,2.0,2.0,90.0
1060.0,2.0,2.0,40.0
1476.0,3.0,3.0,95.0
1185.0,2.0,2.0,85.0
1265.0,3.0,2.0,82.0
3200.0,4.0,5.0,150.0
1196.0,2.0,2.0,56.81
1280.0,2.0,2.0,69.0
800.0,4.0,4.0,86.0
1175.0,2.0,2.0,45.0
1850.0,3.0,3.0,98.0
2400.0,4.0,4.0,525.0
1195.0,2.0,2.0,70.0
2000.0,3.0,3.0,185.0
600.0,7.0,4.0,100.0
800.0,4.0,5.0,155.0
1180.0,2.0,2.0,36.5
1050.0,2.0,2.0,49.87
1400.0,3.0,2.0,40.44
2360.0,4.0,4.0,150.0
1030.0,2.0,2.0,77.25
1512.0,2.0,1.0,65.01
929.0,2.0,2.0,48.0
1252.0,3.0,3.0,61.0
1485.0,3.0,3.0,115.0
1124.0,3.0,2.0,55.0
2400.0,6.0,6.0,370.0
1407.0,3.0,3.0,120.0
1482.0,3.0,2.0,97.0
1163.0,2.0,2.0,98.86
1570.0,3.0,3.0,140.0
3480.0,3.0,4.0,284.0
520.0,1.0,1.0,14.04
2000.0,3.0,3.0,160.0
1352.0,2.0,2.0,75.0
1152.0,2.0,2.0,65.0
1575.0,3.0,3.0,93.0
1965.0,3.0,4.0,125.0
1300.0,3.0,2.0,70.0
1.0,4.0,4.0,120.0
957.0,2.0,2.0,47.0
1740.0,3.0,3.0,60.0
1080.0,5.0,6.0,65.0
1060.0,2.0,2.0,35.0
975.0,2.0,2.0,50.0
1150.0,2.0,2.0,51.0
1738.0,3.0,2.0,79.0
1250.0,3.0,3.0,55.0
1788.0,3.0,3.0,90.0
1151.0,2.0,2.0,59.0
1300.0,3.0,2.0,60.0
1150.0,2.0,2.0,52.8
1380.0,2.0,2.0,75.0
1645.0,3.0,3.0,117.0
1141.0,2.0,2.0,45.9
1175.0,2.0,2.0,82.5
1355.0,3.0,2.0,61.0
1150.0,2.0,2.0,70.0
5800.0,5.0,5.0,80.0
1000.0,2.0,2.0,45.0
1007.0,2.0,2.0,65.0
3000.0,4.0,5.0,100.0
1436.0,3.0,3.0,70.0
4000.0,4.0,4.0,220.0
2372.0,3.0,3.0,140.0
1500.0,6.0,6.0,240.0
1200.0,2.0,2.0,150.0
1016.0,2.0,2.0,58.0
1100.0,2.0,2.0,48.0
1080.0,2.0,2.0,45.0
1070.0,2.0,2.0,60.0
1532.0,3.0,3.0,115.0
1040.0,2.0,2.0,42.12
3100.0,3.0,3.0,250.0
1137.5,2.0,2.0,48.905
1430.0,3.0,2.0,51.6
1160.0,2.0,1.0,163.0
3262.0,4.0,5.0,205.0
2100.0,7.0,7.0,410.0
1190.0,2.0,2.0,100.0
1827.0,3.0,3.0,100.0
1210.0,2.0,2.0,75.0
1500.0,3.0,3.0,95.0
1050.0,2.0,2.0,53.5
1251.0,2.0,2.0,88.73
1600.0,3.0,2.0,115.0
1128.0,2.0,2.0,65.5
1820.0,3.0,3.0,93.0
2072.0,3.0,4.0,159.0
1510.0,3.0,2.0,59.0
1925.0,3.0,2.0,114.0
2651.0,3.0,2.0,225.0
2072.0,3.0,4.0,147.0
1000.0,2.0,2.0,36.0
1752.0,3.0,3.0,145.0
960.0,2.0,2.0,56.0
1180.0,2.0,2.0,63.0
2270.0,3.0,3.0,180.0
650.0,2.0,2.0,59.0
1200.0,2.0,2.0,75.0
1180.0,3.0,2.0,46.0
1300.0,3.0,3.0,47.0
1157.0,2.0,2.0,40.0
1300.0,3.0,3.0,69.0
1305.0,3.0,2.0,59.0
2006.0,3.0,4.0,196.0
1290.0,2.0,2.0,80.0
1170.0,2.0,2.0,45.0
971.0,4.0,2.0,135.0
1400.0,2.0,2.0,78.0
1200.0,2.0,2.0,75.0
1155.0,3.0,2.0,60.0
1725.0,3.0,3.0,85.0
700.0,2.0,2.0,40.0
7000.0,4.0,5.0,2050.0
1112.0,2.0,2.0,88.0
1178.0,2.0,2.0,78.0
1274.0,2.0,2.0,81.0
915.0,2.0,2.0,32.0
1650.0,8.0,6.0,135.0
760.0,1.0,1.0,21.28
1540.0,3.0,3.0,68.0
1206.0,2.0,2.0,38.5
1645.0,3.0,3.0,95.0
1200.0,4.0,4.0,170.0
1200.0,4.0,4.0,140.0
2342.0,4.0,3.0,115.0
1200.0,3.0,2.0,55.0
1056.0,2.0,2.0,33.0
4800.0,8.0,8.0,225.0
1450.0,3.0,3.0,54.3
1161.0,2.0,2.0,36.69
1097.0,2.0,2.0,65.0
850.0,2.0,2.0,35.0
1715.0,3.0,3.0,115.0
2300.0,3.0,3.0,317.0
1200.0,2.0,2.0,59.0
1080.0,2.0,2.0,38.0
1200.0,2.0,2.0,50.3
2400.0,4.0,4.0,550.0
1400.0,3.0,2.0,78.0
1500.0,4.0,4.0,200.0
458.0,1.0,1.0,19.695
1230.0,2.0,2.0,57.0
1640.0,3.0,3.0,88.0
1700.0,3.0,3.0,125.0
1478.0,3.0,2.0,44.0
6600.0,4.0,4.0,986.0
1020.0,2.0,2.0,40.79
1200.0,2.0,2.0,150.0
1275.0,3.0,2.0,95.0
1600.0,4.0,3.0,165.0
1110.0,2.0,2.0,38.85
1627.86,3.0,3.0,88.0
620.0,2.0,2.0,22.0
3004.0,4.0,4.0,285.0
1133.0,2.0,2.0,52.0
1182.0,2.0,2.0,82.5
1500.0,3.0,3.0,100.0
3900.0,4.0,5.0,360.0
1200.0,2.0,2.0,58.0
1128.0,2.0,2.0,48.79
2345.0,3.0,2.0,293.0
900.0,2.0,2.0,110.0
1100.0,2.0,2.0,45.0
635.0,2.0,1.0,22.0
2062.0,4.0,3.0,140.0
1874.0,3.0,4.0,130.0
600.0,4.0,3.0,78.0
1171.0,2.0,2.0,75.0
2020.0,3.0,3.0,85.0
1059.0,2.0,2.0,34.5
1315.0,3.0,2.0,59.1
1760.0,3.0,3.0,110.0
1200.0,2.0,2.0,125.0
1192.0,3.0,2.0,62.0
1645.0,3.0,3.0,121.0
1250.0,2.0,2.0,72.0
709.0,1.0,1.0,34.385
1340.0,2.0,2.0,77.0
2388.0,3.0,4.0,239.0
1369.1,2.0,2.0,104.0
1355.0,2.0,2.0,75.0
1150.0,2.0,2.0,65.0
1938.0,3.0,3.0,113.0
2462.0,4.0,4.0,124.0
1636.0,3.0,3.0,85.0
1430.0,3.0,2.0,75.0
2000.0,3.0,3.0,85.0
993.0,3.0,2.0,50.0
1260.0,4.0,4.0,150.0
1700.0,3.0,3.0,88.0
1270.0,2.0,2.0,78.0
1500.0,3.0,3.0,121.0
2300.0,3.0,3.0,290.0
7500.0,4.0,4.0,900.0
1650.0,3.0,3.0,86.45
1109.0,2.0,2.0,63.0
1280.0,2.0,2.0,49.75
2885.0,4.0,3.0,185.0
1200.0,9.0,9.0,145.0
1600.0,3.0,3.0,180.0
1462.0,3.0,3.0,71.0
607.0,1.0,1.0,35.0
930.0,2.0,2.0,25.0
4500.0,4.0,5.0,300.0
1200.0,5.0,5.0,160.0
2600.0,3.0,3.0,237.0
3000.0,4.0,4.0,140.0
1418.0,3.0,3.0,52.47
4200.0,2.0,1.0,160.0
1125.0,2.0,2.0,65.0
1825.0,3.0,3.0,126.0
1320.0,2.0,2.0,79.5
3000.0,4.0,4.0,140.0
1490.0,3.0,2.0,300.0
1650.0,4.0,3.0,300.0
750.0,2.0,2.0,52.7
1400.0,3.0,2.0,80.54
4104.0,4.0,4.0,360.0
5000.0,4.0,4.0,375.0
3295.0,5.0,4.0,260.0
1150.0,4.0,3.0,110.0
1200.0,3.0,3.0,61.96
965.0,2.0,2.0,48.0
812.0,1.0,1.0,26.0
1100.0,2.0,2.0,43.0
1180.0,2.0,2.0,41.0
1145.0,2.0,2.0,48.0
1027.0,2.0,2.0,44.0
1215.0,2.0,2.0,49.85
1200.0,2.0,2.0,75.0
1015.0,2.0,2.0,58.0
2400.0,3.0,3.0,165.0
3000.0,4.0,4.0,306.0
3300.0,3.0,4.0,160.0
1076.0,2.0,2.0,52.0
1300.0,2.0,2.0,109.0
1300.0,2.0,2.0,102.0
1512.0,3.0,3.0,123.0
1053.4,3.0,3.0,88.91
605.0,1.0,1.0,41.745
1153.0,2.0,2.0,65.0
2080.0,2.0,2.0,150.0
1255.0,2.0,2.0,69.0
1583.0,3.0,3.0,109.0
1505.0,2.0,2.0,90.0
1365.0,3.0,2.0,75.08
1200.0,3.0,3.0,95.75
1810.0,3.0,4.0,148.0
440.0,1.0,1.0,35.0
975.0,2.0,2.0,63.0
1250.0,2.0,2.0,39.0
1530.0,3.0,2.0,97.0
1300.0,3.0,2.0,39.0
1115.0,2.0,2.0,40.0
1308.0,2.0,2.0,83.0
1194.0,2.0,2.0,47.0
1490.0,3.0,2.0,59.6
10000.0,4.0,4.0,450.0
1592.0,3.0,3.0,91.0
1222.0,2.0,2.0,112.0
1267.0,2.0,2.0,42.85
656.0,1.0,1.0,53.0
3400.0,4.0,4.0,530.0
4500.0,4.0,5.0,400.0
1200.0,2.0,1.0,36.0
1698.0,3.0,3.0,102.0
1500.0,3.0,3.0,70.0
2000.0,4.0,5.0,80.0
1152.0,2.0,2.0,65.75
550.0,1.0,1.0,21.0
900.0,2.0,2.0,42.0
1410.0,3.0,2.0,45.12
1419.0,3.0,2.0,73.0
1200.0,2.0,2.0,55.0
1800.0,3.0,3.0,65.0
990.0,2.0,2.0,40.0
1016.0,2.0,2.0,45.0
1100.0,2.0,2.0,39.0
850.0,4.0,2.0,65.0
1095.0,2.0,2.0,35.0
2000.0,3.0,3.0,85.0
1444.0,2.0,2.0,70.0
1415.0,2.0,2.0,67.0
1500.0,3.0,2.0,130.0
1600.0,3.0,3.0,72.0
1105.0,2.0,2.0,41.36
1225.0,3.0,3.0,45.03
2560.0,3.0,3.0,265.0
1080.0,2.0,2.0,37.8
2400.0,7.0,3.0,150.0
1856.0,3.0,3.0,135.0
1464.0,3.0,3.0,56.0
2100.0,6.0,6.0,71.0
1150.0,2.0,2.0,77.0
1200.0,5.0,4.0,98.0
2094.0,3.0,2.0,113.19
1485.0,3.0,2.0,67.0
2500.0,3.0,3.0,75.0
1200.0,2.0,2.0,45.0
1036.0,2.0,2.0,59.46
3445.0,4.0,5.0,270.0
1400.0,2.0,2.0,80.0
1110.0,2.0,2.0,33.0
1150.0,2.0,2.0,48.0
715.0,1.0,1.0,45.0
1200.0,4.0,4.0,130.0
1200.0,5.0,3.0,260.0
2283.0,4.0,4.0,130.0
1790.0,6.0,5.0,250.0
1453.0,3.0,2.0,43.58
1400.0,3.0,2.0,85.0
1400.0,3.0,3.0,65.0
1700.0,3.0,3.0,140.0
1591.0,3.0,3.0,120.0
1515.0,3.0,2.0,79.0
2500.0,5.0,3.0,200.0
975.0,2.0,2.0,24.86
1382.0,3.0,2.0,76.18
1750.0,7.0,5.0,350.0
1533.0,3.0,3.0,150.0
3815.0,3.0,3.0,763.0
1100.0,2.0,2.0,38.0
3730.0,4.0,6.0,450.0
1500.0,3.0,2.0,120.0
1391.0,3.0,2.0,64.5
1160.0,2.0,2.0,42.92
620.0,1.0,1.0,27.0
2400.0,8.0,9.0,350.0
1200.0,8.0,7.0,130.0
4827.0,4.0,4.0,400.0
1482.0,3.0,3.0,60.98
1405.0,2.0,2.0,84.5
1190.0,2.0,2.0,40.0
1174.0,2.0,2.0,78.0
1155.0,2.0,2.0,72.0
1411.0,3.0,3.0,93.04
745.0,2.0,2.0,50.0
1000.0,2.0,2.0,30.0
